review,rating
"Buruk sekali, Tdk bisa mendaftar, nopol sudah terdaftar terus, komplain slalu sama, tdk jg berhasil. sudah foto nopol, BPKB mobil, tetap sama😡😡😡😡",1
segera diperbaiki aplikasinya...login pake app tdk bisa tp klo login pake browser lancar...gunanya app ini apa...,1
"Tolong dong ini Aplikasi nya diperbaiki, mau registrasi pendaftaran Akun buat bikin Barcode dari kemarin2 tidak bisa, error mulu!",3
belum bisa login,5
ini kok bug nya kenapa gk bisa login pdahl nik sma ktp udh bener katanya salah. sampe d reset lagi tetep gak mau .... Kebanyakan Korupnya dari pda kinerja yg baiknya ..giliran beli bbm aja di mahalin terus,1
nice,5
mantabs,5
Riwayat pembelian pertalite tidak ada padahal beli pakai barcode apaguna barcode itu kl gk ada history pengisian bbm dan spbu nya dimana PERBAIKI APLIKASI MY PERTAMINA YA !!! PERBAIKIN SEGERA,1
good,5
baik,5
👍👍,5
"gak bisa login, pdhl sudah daftar fix gjls nih aplikasi apaan coba",1
data dan nik ditolak padahal sudah benar,1
"ga niat apa ga guna aja ini aplikasi, bikin susah aja. percuma dek",1
"Aplikasinya membingungkan, entah mau bilang apa, kalo memang serius aplikasi ini mau dipake setidaknya ada petugas spbu yg selalu siap membantu konsumen untuk daftar, malah ada desa yg tidak tercantum di aplikasi ini, gimana mau daftar terus.",2
aplikasi nya OK,5
"aplikasi ini hanya mempersulit masyarakat, buat ribet.. Mau daftar aja error trs.. haduuww hal mudah kenapa d buat ribet gini, kita ini mau beli bkn ny ngutang😌",1
sudah di donlod kok ngk bisa di bukak maksudnya apsih ap link yg palsu,5
"aplikasi odole, daftar dr tgl 5 sudah bolak balik ttep aja gk berhasil, payah payah payah.",1
aplikasi rosak tiap login susah apalagi di hari libur! server nya juga lelet kalo belum siap gausah lah maksa,1
ok,5
tolong di benerin sistem nya jangan nyusahin orang susah,1
"nyusahin doank,",1
"payah tidak bisa daftar, munculnya roda 2",1
aplikasi eror mulu nii ahh mau daftr susah bgtt,1
bagus,5
semoga bermanfaat dan sangat membantu,5
Kacau,1
"ini kenapa ya udh 3 hari, qr code saya enggak bisa di akses.. udh di coba berulang kali tetep engga bisa.",1
ngelek,1
"tidak di setiap spbu ada pake aplikas, giliran ditanya ke pegawai ny jwb ny gk tau sam aplikasi ny produk nya sendiri, kan funny🤣",1
"satu kata buat aplikasi ini,ruwet",1
"kalo ngga niat bikin aplikasi, hapus aja bikin susah idup aja. mo daftar aja susah nya yaampun",1
aplikasinya gimana ya aku mau masuk akun subsidi tepat lewat aplikasi kok ngak bisa padahal sudah punya akun tapi kalau lewat chrome bisa,2
beli dipersulit... korupsi lancar...,1
"Pembayaran pertamina sekarang gabisa pake Qris? yang lain pada maju, kenapa ini malah jadi mundur",3
"Semalam saya ke pom bensin ke 2 tempat yang berbeda untuk isi pertalite, saat ambil qr code dari aplikasi sudah saya coba berulang² kali di subsidi tepat. Password, nik, dll sudah benar, setelah saya klaim kode qr, di sistem bilang captcha no valid. Alhasil saya isi pertamax 92. Tolong dong benarin sistemnya",1
"paling benci tisp login pasti ssah, no ktp ma pin dah bnar aja ssh bgt login yg stiap X login pasti wajib lupa kta sandi, tolong perbaiki lg biar akses login lbih mudah, dxn bikin barkot ja ferivikasi lma bgt bkin kesal aja klo gni, dh barkot lemot yg ferivikasi pla",1
Aplikasi sampah nyusahin masyarakat dan terlalu ribet !!!,1
biki susah rakyat,1
mantaabs,5
bagus,5
Baik,5
Sangat mudah saat di gunakan untuk pembayaran mypertamina baru pertama X di gunakan n membantu saat tidak bawa uang Cas...,5
mantaap,5
"ini gimana sih, mau bikin akun kok pas ngirim data diri error terus, bolak balik diulangi tetep gak mau..",1
"makin lama mkin gk jelas pendftaran my pertamina ni.buat akun slalu sistem sibuk cba bberapa saat lagi.buka akun ktereangan mngkin no Nik atau pasword salah.coba mau pergantian passoword dan mskkan NIK,keterangan user tidak ditemukan. jadi bgamana lagi cara msk akunnya admin...tolong lah sistemya diperbaiki.trima kasih.",1
"Segala sesuatu yang dari pemerintah selalu ribet dan rumit sekali, buat bikin dan daftar saja susah sekali dan selalu gagal..bahkan mau cek barcode yang sudah terdaftar saja juga susahnya bukan main ..anehnya sampai ada jasa calo buat bikin dan lebih cepat dari daftar sendiri...emang negara ini ribet",1
Memalukan sekelas Pertamina bikin aplikasi malah menyulitkan masyarakat pengguna 😁,1
good,5
mantap,5
"ini apaan ini, barcode gak bisa muncul, login udah masukin id dan pass udah bener, malah belum terdaftar namun tiba tiba bisa, iseng logout, dan login lagi bilangnya id dan pass salah. haduh gimana ini",1
login pakai aplikasi tidak bs padahal password dan NIK sudah benar,1
"buruk sekali, aplikasi menyusahkan semua orang, kirim kode otp sms tidak ada yang masuk, berhari2 di diulangi tidak ada yang masuk",1
tidak bisa buat akun apa masalahnya ya,1
payah sistem eror mulu dari kemarin masa mau lihat kuota bbm harus daftar ulang mulu iya kalo langsung masuk katanya nik ktp atau pasword tidak benar.tolong perbaiki baru saya kasih bintang 5,1
okeeeeeeee,5
kenapa barcode saya hilang sdh dicoba berkali kali tetap tidak bisa masuk,5
aplikasi gak jelas,1
ok,5
memudahkan transaksinya,5
mantap,5
"sistem odong²,,,mau masuk no nik ga di temukan,,,giliran mau daftar lagi,,akun udh terdaftar,,,",1
"ini aplikasi fungsi apa sih,buat program tp aplikasi bodong,ngk bisa di pakai,mau daftar error,klau blom siap jgn sok sok an buat aturan pakai aplikasi yg ngk berguna",1
"Aplikasi sering pembaharuan, pelayanan kayak kohe..... gak mutu blas. Dasar korup",2
sekrng buat barcode lewat apk ini malahan ga bisa aneh sih ga jrlas banget apa gegara masalah kemaren th,5
"bikin ribet mobil tangan pertama aja tbtb nmr plat sudah terdaftar atas nama orang lain aneh gak pernah ada yg daftarin tbtb gak bisa akhir nya muncul dah calo"" yg udah terdaftar bisa masuk skrng di TLP cs nya jawab nya muter"" doang gk ada kepastian giliran sama calo gak sampe setengah jam jadi akun nya bikin sendiri di persulit nya bukan maen",1
coba di kalkulasi ulang lagi dong promo tukar poin nya... sebagai konsumen pertamax dengan pemakaian normal kira kira perlu berapa lama untuk mengumpulkan poin supaya bisa tukar merchandise.. kok rasanya harus setahun transaksi dulu baru bisa ada kemungkinan terkumpul poin segitu,3
aplikasi ini yg membuat pening kepala terlalu sering minta update lebih parahnya lagi sekarang gak bisa dibuka gimana ini min aplikasi kaya gini masih mau dipakai.rungkad sitiiiii,1
good,5
sangat membantu,5
"saya tidak merasa mengubah² password kok tau² mau login gabisa.. klik lupa password, masukan NIK kok muncul warning user tidak ditemukan.. SUNGGUH APLIKASI YANG SANGAT NDAGEL ! ga pernah otak atik apk nya kok logout sendiri, mau login gabisa, lalu katanya user tidak ditemukan.. saya juga sering liat fortuner model baru tapi isi bio solar, APAKAH DATA KAMI DISALAHGUNAKAN ???",1
kga bisa pertalite,1
kadang ga berfungsi,3
"mau nyari barcode ga bisa login dari subsidi cepat. udah video call, udah email tetep aja ga ada solusi. login sesuai data dan password sampai ganti password baru juga tetep ga bisa login. kalau semua udah membaik baru tak kasi bintang 5",1
"Saya tidak bisa Login, dikarenakan NIK tidak terbaca, padahal sebelum update masih bisa, sangat disayangkan, Tolong perbaiki kinerja kalian.",1
sistem aplikasi sampah.. sudah 3hari daftar untuk buat QR code bbm subsidi tidak bisa!!! telp customer service juga solusinya dicoba beberapa kali lagi.. project milyaran begini?????,1
Pendaftaran cepat mantab g ribet,5
"aplikasi my Pertamina omon² gak jelas,minta update barcode gak bisa masuk keterangan no ktp sama password salah..pada hal KTP Ama password Uda di tulis di buku biar kagak lupak.. aplikasi buriiikkkk",1
"Aplikasi nya aneh, padahal sudah memasukkan nik/pin dengan benar namun muncul notifikasi nik/pin salah, padahal saat dicoba di website bisa",1
siiip,5
Aplikasi paling ga berguna,1
parah ini aplikasinya,1
data barcode yaa gak bisa di lihatt. ttrus susah masuk pas login eror trusss perbaikin sistem nyaa,5
ok,5
bikin ribet,1
"sulit banget buat daftar subsidi tepat. padahal sudah masukkan data sesuai nik, telp, email dll, tetap aja muncul notif ""terjadi kesalahan pada sistem, mohon ulangi beberapa saat lagi"" ini contoh aplikasi yg nyusahin orang!",1
ternyata tak bisa daftar 😂,1
server nya di perbaiki biar gk done trus masak iya gangguan mulu,1
"saya mau claim kode QR, tapi selalu eror terus. awalnya disuruh reset pin claim, tapi hasilnya sama saja. malah sekarang saat mau claim kode QR, pin atau nik salah. tolong diperbaiki.",3
banyak bug nya..,3
"Ayo dong kok Aplikasi BUMN malah kek gini, mau daftar akun + ambil barcode aja sulit sistem eror terus",1
"Mohon di perbaiki untuk mengklaim kode QR nya,NIK & password salah.padahal sudah di isi dengan benar & juga saya ada screenshot sandi nya.yang saya takut kan kode saya di paling (comot) orang lain untuk hal yang seharusnya bukan tanggung jawab saya APK BOBROK GANTI SANDI AJA SERING ERROR ""KATA SANDI SALAH"" PADAHAL SANDI NYA BENER.MAU DI LUPAKAN SANDI NYA & DI SURUH ISI NIK KTP YG SUDAH BENAR,MALAH DATA TIDAK TERBACA!!!!",3
bagus dan mudah aksesnya,5
tidak bisa buat akun.,1
"aplikasi gagal,,!! masa mau daftar subsidi tepat gagal trus..!!",1
aplikasi rusak susah daftar berapa kali dapat qr tiba tiba akun tidak terdaftar,1
"akun tidak terdaftar padahal kalo di chrome sudah terdaftar giliran di masukin minta code malah sesi login sudah berakhir, mempersulit orang aja kerjaan lu",1
keren,4
"daftar error katanya sudah terdaftar, pas pake fitu lupa pin malah ga datang2",1
"Bukan membantu malah merepotkan , mau beli lite/max juga udah takut .",1
bagus tapi kadang dibuka tidak bisa,5
kenapa tidak bisa klaim barcode menggunakan set pin klaim,3
"aplikasi rusak, ujung""nya bayar 50 sama orang SPBU suruh buatkan",1
beli mobil bekas mau daftar beli pertelit sudah surat surat lengkap tetap aj di tolak terus karna sudah terdaftar pemilik lama!!!,1
"Terimakasih my pertamina, subsidi membuat pembelian lebih terjangkau",5
bagus,5
"aplikasi lemot gajelas tiba tiba keluar sendiri dan masuk LG barcode tidak mau muncul LG,masih ke kunci padahal verivikasi selesai",1
"tolong dong my pertamina, kenapa akun saya tidak bisa masuk padahal saya udah punya akun my pertamina dan sdh ada beberapa mobil yg saya daftarkan lewat akun tersebut, tetapi pas saya masukin lagi tidak bisa dengan keterangan nik tidak terdaftar. solusi dong",4
"Rakyat itu mau beli bbm, bukan ngutang itu aja di persulit. Aplikasi kyak gak ada gunanya, masih lebih baik aplikasi shopee yg di kelola swasta dari pada pemerintah. Padahal pembuatan nya di biayai full oleh pemerintah.",1
"Aplikasi yang di biayai anggaran Negara tapi sangat ribet dan tidak simpel. sudah mendaftar setiap mau buka barcode harus isi ini itu dulu, tidak bisa mengecek langsung apakah jatah harian kita sesuai atau ada yg menyalahgunakan. saya rasa orang it pasti paham dan bisa membuat yg lebih simpel dan mudah tapi tetap aman tapi lebih suka yg ribet 😅",1
capek kali login mau ambil qr code aja. smpai direset pin nya pun tetap aja gk bisa2.,1
maantaap,5
mau daftar barcode sistem gangguan terus masyarakat suruh ikut aturan malah di persulit .,1
aplikasi my Pertamina sangat membantu,5
"Masih banyak banget errornya ya... Untuk diperbaiki lagi aplikasinya, untuk saat ini, aplikasinya menyusahkan...mudah-mudahkan aplikasinya bisa segera menjadi memudahkan.",1
mobil roda 6 di aplikasi diisi otomatis roda 4. haduh benar2 merugikan,1
"mudahan kedepannya baik baik saja, tadi susah minta ampun sampai emosi, sekarang alhamdulilah lancar lagi, perbaiki terus sistem supaya kedepannya pelayanan tetap lancar dan jangan kecewakan konsen",5
Pertamina jaya selalu.,5
baik,5
good,5
memuaskan dalam pelayanan,4
"tolong dong di perbaiki sistem nya. dari semalam saya daftar untk dapatkan barcode pickup gak bisa. masih saja timbul bacaan ""Sedang ada masalah,coba lagi nanti"" nah saya sudah coba berulang kali dalam 24jam. tetap juga tak ada hasil, saya mohon segera di perbaiki. kalo emang sistem nya masih sering eror, kenapa pengisian BBM harus pakek barcode. ini namanya mempersulit masyarakat dalam bekerja, terkendala dalam pengisian BBM.",3
tolong diperbarui,5
Merepotkan,5
"aplikasi rusak , instansi rusak , gak ada yg bener , buat program tapi gak optimal , sama sekali gak mempermudah masyarakat , aplikasi nya login gak bisa , dari web malah bisa",1
"ini gimana sih, udah tukar poin agar dapat merchandise tapi ga datang, padahal sudah isi alamat lengkap",3
Sudah lebih baik aplikasinya. Untuk anda yang tidak bisa akses ke Fitur Subsidi BBM. Tolong lihat di settingan Ponselnya. Untuk settingan DNS Private dan VPN nya harus dalam kondisi OFF,5
"aplikasi haram, ga ada faedahnya!!",1
bagus,5
"bukannya mempermudah, malah mempersulit👎👎👎👎👎",1
"buat apa ada aplikasinya donk kalo cuman bisa login lewat web untuk ambil qr code subsidi.. login aplikasinya selalu error nik & password tidak sesuai, padahal bulak balik cek sudah benar",1
terimakasih my pertamina memberikan pelayanan mudah cepat dlm.proses voucher untuk pembelian BBM Pertamax di spbu,5
aplikasi babi,1
"SEDIAKAN LIVE CHAT UNTUK MEMBANTU KONSUMEN, PEKERJAKAN ORANG UNTUK LIVE CHAT, JANGAN MEMINIMALISIR BUDGET DENGAN PELAYANAN BOT. ITU MENJADIKAN APLIKASI SANGAT BURUK",1
padahal udah daftar akun setiap keluar dan masuk lagi akun dibilang nya akun tidak di temukan....,1
puas,5
cocok,5
josss polll,5
langka solar di bengkulu,5
mantap,4
tolong min kenapa sejak maret ketidak ingin buat barcode harus ada bpkb sedangkan mobil sudah pajak otomatis nopol distnk dan bpkb sudah berbeda dan ketika ingin daftar selalu ditolak karena perbedaan nopol yang sudah dipajaklan,2
pas mau daftar eror terus ga di web ga di apl sama saja ini lucu,1
tolong dlu kirim kode otp GK keluar sekn n batoknya,5
okelah,5
Sangat berguna untuk di gunakan.,5
mantap,5
"udah 3x daftar gagal terus.. katanya barcode dikirim lewat telegram, sampe besok2 ditunggu gak nongol2.. beberapa hari kemudian coba daftar lg, eh..katanya nmor ktpnya udh terdaftar.. lah barcode gak dapet tp ktp udh terdaftar bijimana ini aplikasi.. 😌",1
memuaskan,5
aplikasi sampah. daftar akun gak bisa bisa. sistem eror terus. habisin anggaran aja,1
ribet udah masukin nik sama sandi yang bener disistem tetep disalahkan. udah coba ganti sandi tetap disalahkan,1
👍👍👍,4
"diperbaiki lg apk nya, daftar aja blm bisa2 dg keterangan terjadi kesalahan pada sistem",1
Untuk saat ini masih👍 👎👎👎,1
"Aplikasi yang aneh. Pada saat mau digunakan di SPBU malah nggak bisa kebuka aplikasi nya, muter2 terus. Eh....pas udah keluar SPBU baru bisa kebuka aplikasi nya. Aneh kan? Dimana salah nya? Tolong min, diperbaiki kualitas aplikasinya",3
My go to App for refueling 😁👍🏽,5
"gunanya aplikasi ini apaan?? ngapain suruh download kalo isi BBM masih harus antri, bikin penuh ram doang,, , koruptor semua juga sih isinya, orang orang tol0/ semua, gajelas",1
baik,5
"ayolah bikin server yang gede, ambil itu uang koruptor buat biaya nya",1
"ribet nyusahin dikorup dioplos lagi mending gak usah ada barcode""an cuman bikin ribed doang pertamina",1
mantap,5
mau daftar sistem error mulu. ribet sekelas BUMN kebanyakan error. mengecewakan,1
"Tolong jangan di ribetkan dong dalam daftar Pertamina bolak balik, minimal dimudahin lah, login udah susah cape masukin nik tetap ngga bisa ada sistem kesalahan katanya, tolong diperbaiki sistemnya, setidaknya dipermudah udah susah tapi malah ditambah susah.",1
daftar aja susah tolong diperbaiki apk nya,1
Gimana caranya pembaruan jika lupa email & password ?,1
"masa tiba tiba ga bisa login dengan alasan terjadi kesalahan pada aplikasi,tolong diperbaikin.",2
"aplikasi aneh, udah di isi dengan benar malah gagal mulu, alasan sistem sibuk / sistem lagi masalah. lagian buat apa sih kita mau beli kok di persulit sedangkan penampung minyak / siluman dengan leluasa antri keluar masuk SPBU tanpa menggunakan barcode dalam sehari bolak balik tanpa ada teguran dari pihak SPBU dan kepolisian . tolong kerja samanya 👎",1
"ini aplikasi sangat butuh banyak perbaikan, masih mending pakai browser daripada aplikasinya beneran deh",2
aplikasi y bagus tp sayang banyak spbu yg tidak bisa pake my prtamina y masa punya aplikasi my prtamina di pake di pom pertamina bilang y kaga bisa tolong buat karyawan y di training lagi,2
"aplikasi gak jelas, percuma ada pemeliharaan... sistem eror terus 😡👎",1
Tidak usah pake app klu error begini habisin kuota sama duit ajaa kn percuma,1
mantappp,4
bagus,5
Joossss,5
verifikasi pendaftaran untuk mendapatkan kode QR bbm subsidi pertalite sangat amat lama..sementara kendaraan butuh pengisian bbm..tolong verifikasi nya dipercepat..,1
"ini aplikasi cacad... daftar BBM subsidi GK bisa...error terus....ini aplikasi dibuat hanya untuk merchant saja... untung saja sya buka LINK resmi nya langsung, dan sekarang berhasil, dan pendaftaran tidak lama, hanya butuh 5 menit saja langsung jd dan dapat QR.. dan saya sudah mulai menggunakan QR untuk pengisian BBM subsidi... peringatan untuk kalian semua jg download aplikasi ini.. kalau kalian mau mendaftar BBM subsidi langsung via LINK resmi nya aja..dijamin DONE",1
"maksud tujuan aplikasinya bagus, tapi terkadang pengaplikasian di SPBU-nya lamaaaaa bikin antrian jadi panjang",4
